Sentence,Sentiment,words per sentence,label,cleaned_sentences
This is the company 's first contract abroad .,neutral,9,0,company contract abroad .
Why put up costly cell phone towers in thinly populated areas when a few balloons would do ?,neutral,18,0,costly cell phone tower thinly populate area balloon
The company admits that 36 months is a relatively short time when operating in Russia .,neutral,16,0,company admit 36 month relatively short time operate russia .
Export declined by 6 percent to 16.4 million liters .,negative,10,-1,export decline 6 percent 16.4 million liter .
Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,negative,14,-1,operate profit fall eur 15.1 mn eur 24.6 mn 2006 .
"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .",negative,25,-1,cut price projection paper packaging analyst goldman sachs say note monday .
$LEE http://stks.co/24kM LEE ready to exit bankruptcy. Strong volume today.,positive,10,1,$ lee lee ready exit bankruptcy . strong volume today .
"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",positive,48,1,finnish lifting equipment maker konecranes oyj say july 30 2008 net profit rise 71.2 mln euro $ 111.1 mln half 2008 57.1 mln euro $ 89.1 mln period 2007 .
The new activity will incur an investment of about 5 MEUR .,neutral,12,0,new activity incur investment 5 meur .
"Tip of the week Panfish like bluegills are great fun to catch , especially for children new to fishing .",neutral,20,0,tip week panfish like bluegill great fun catch especially child new fishing .
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",neutral,25,0,net cash flow operating activity negative eur 3.1 mn compare eur 23.3 mn corresponding period 2009 .
Added long at friday close  $SPY $LABU $BLUE $AMZN,positive,9,1,add long friday close $ spy $ labu $ blue $ amzn
The company continued the development of a fully human antibody in its VAP-1 antibody program .,neutral,16,0,company continue development fully human antibody vap-1 antibody program .
BRIEF-Legal & General's retirement business books 4 billion stg H1 sales,positive,11,1,brief legal general retirement business book 4 billion stg h1 sale
Okmetic 's silicon wafers are part of a further processing chain that produces end products that improve human interaction and quality of life .,neutral,24,0,okmetic silicon wafer processing chain produce end product improve human interaction quality life .
"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .",positive,29,1,helsinki afx nokian tyres report fourth quarter pretax profit 61.5 mln eur 48.6 mln strong sale .
"In addition , the production at the Varpaisj+â rvi factory will be stopped at the beginning of April 2009 .",neutral,20,0,addition production varpaisj+â rvi factory stop beginning april 2009 .
GSK joins China trade push as UK trumpets healthcare deals,positive,10,1,gsk join china trade push uk trumpet healthcare deal
These module products will be available for trials during 3Q-07 and for volume deliveries during 4Q-07 .,neutral,17,0,module product available trial 3q-07 volume delivery 4q-07 .
"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",neutral,16,0,operate loss total eur 0.9 mn profit eur 2.7 mn .
LONDON AFX - Fortum said it has agreed to sell its industrial maintenance service operations to funds managed by CapMan for an undisclosed sum .,neutral,25,0,london afx fortum say agree sell industrial maintenance service operation fund manage capman undisclosed sum .
Global Banking News - 28 September 2010 Tieto Corporation and Pohjola Bank ( PINK : POJLF ) are to cooperate on SWIFT services .,positive,24,1,global banking news 28 september 2010 tieto corporation pohjola bank pink pojlf cooperate swift service .
The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,neutral,20,0,current reference grade instrument challenge operate high price complexity routine use .
UPDATE 1-Dairy Crest loses a third of Morrisons milk contract,negative,10,-1,update 1 dairy crest lose morrisons milk contract
Deutsche Bank Downgraded Starbucks Co. $SBUX https://t.co/QqlEvVwPMV https://t.co/f2PdQjuTHa,negative,8,-1,deutsche bank downgraded starbucks co. $ sbux
EuroChem CFO Andrey Ilyin said : `` This facility marks another important step for EuroChem in securing the long-term financing necessary for our potash and other strategic projects '' .,positive,30,1,eurochem cfo andrey ilyin say ` ` facility mark important step eurochem secure long term financing necessary potash strategic project .
"Finnish construction group YIT has been awarded a contract to install heating , air conditioning and cooling systems to the new head office of the automobile association ADAC in Munich in Germany .",positive,33,1,finnish construction group yit award contract install heating air conditioning cool system new head office automobile association adac munich germany .
No financial details of the deployment were disclosed .,neutral,9,0,no financial detail deployment disclose .
"At some point , it will spread also to Iran and Iraq .",neutral,13,0,point spread iran iraq .
Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,neutral,18,0,pretax profit total eur 4.9 mn compare eur 5.2 mn quarter 2005 .
Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .,neutral,23,0,talvivaara list london stock exchange main market nasdaq omx helsinki include ftse 250 index .
The sales price was not disclosed .,neutral,7,0,sale price not disclose .
The value of the total investment is about EUR 600mn .,neutral,11,0,value total investment eur 600mn .
The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores .,neutral,18,0,availability internet service highlight service offer kesko k group store .
"The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 .",neutral,27,0,"share capital biotie therapies corp. constitute 90,211,860 shares aggregate number voting right attach shares amount 90,211,860 ."
Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,neutral,17,0,profit period fall eur 1.6 mn eur 7.5 mn january september 2008 .
End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,negative,17,-1,end day scan stochastic overbought $ jdst $ free $ blrx $ lpg $ afsi $ dvax $ hdge $ aht $ alr $ asmb
"ALEXANDRIA , Va. , Jan. 9 -- United States Patent no. 7,862,685 , issued on Jan. 4 , was assigned to Kemira Chemicals Inc. ( Marietta , Ga. ) .",neutral,30,0,"alexandria va. jan. 9 united states patent no . 7,862,685 issue jan. 4 assign kemira chemicals inc. marietta ga. ."
"As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. .",neutral,26,0,reorganization kauko telko ltd divide telko ltd leipurin ltd hamina terminal services ltd kaukomarkkinat ltd. .
"CompaniesNew Aggreko CEO to reshape business, strip costs",positive,8,1,companiesnew aggreko ceo reshape business strip cost
"Germany 's innovational centers are united in focusing at companies , which aim at use of technologies and development of new kinds of activity , through supporting the beginner companies with the entire spectrum of their services .",neutral,38,0,germany innovational center unite focus company aim use technology development new kind activity support beginner company entire spectrum service .
"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",neutral,47,0,"finnish power supply solution system provider efore oyj say net loss widen 3.2 mln euro $ 4.2 mln quarter fiscal 2006 2007 end october 31 2007 900,000 euro $ 1.2 mln period fiscal 2005 06 ."
AstraZeneca sells Caprelsa rights to Sanofi unit,positive,7,1,astrazeneca sell caprelsa right sanofi unit
what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO,negative,10,-1,stocks large player sell $ crox $ gogo $ ino
The carrier said its Area travel agency is to sell most of its outlets to sister chain Suomen Matkatoimisto (SMT)and use its remaining bricks-and-mortar presence to primarily target business customers going forward .,neutral,33,0,carrier say area travel agency sell outlet sister chain suomen matkatoimisto smt)and use remain brick mortar presence primarily target business customer go forward .
"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",neutral,28,0,profit taxis decrease 9 % eur 187.8 mn month 2008 compare eur 207.1 mn year early .
EU regulator backs approval for GSK injectable asthma drug,positive,9,1,eu regulator back approval gsk injectable asthma drug
$AAPL 620 resistance area,neutral,4,0,$ aapl 620 resistance area
"---------------------------------------------------------------------- -------------- Munich , 14 January 2008 : BAVARIA Industriekapital AG closed the acquisition of Elcoteq Communications Technology GmbH in Offenburg , Germany , with the approval of the",neutral,29,0,munich 14 january 2008 bavaria industriekapital ag close acquisition elcoteq communications technology gmbh offenburg germany approval
"Technopolis , St. Petersburg 's Telecommunications University and the Russian Support Fund for Legislative Initiatives signed a protocol of intent in May of this year to set up a technopark in St. Petersburg on the base of the St. Petersburg Telecommunications University .",neutral,43,0,technopolis st. petersburg telecommunications university russian support fund legislative initiatives sign protocol intent year set technopark st. petersburg base st. petersburg telecommunications university .
Finnish property investment company Citycon plans to issue directed subordinated convertible bonds to institutional investors .,neutral,16,0,finnish property investment company citycon plan issue direct subordinate convertible bond institutional investor .
Aspocomp intends to set up a plant to manufacture printed circuit boards with an investment of Rs310 crore .,neutral,19,0,aspocomp intend set plant manufacture print circuit board investment rupee_310 crore .
"If needed , she provides also further information on ferry connections and hotels .",neutral,14,0,need provide information ferry connection hotel .
"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .",positive,31,1,operate profit turnover month period increase respectively eur0 .1 m eur29 .0 m compare corresponding period year ago .
"Private equity investor CapMan , the owner of Finnish Lumene cosmetics company , is planning to list Lumene .",neutral,19,0,private equity investor capman owner finnish lumene cosmetic company plan list lumene .
"It holds 38 percent of Outokumpu 's shares and voting rights , but in 2001 lawmakers gave it permission to reduce the stake to 10 percent .",neutral,27,0,hold 38 percent outokumpu shares voting right 2001 lawmaker give permission reduce stake 10 percent .
"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources",positive,9,1,exclusive bp china cnpc unveil oil alliance source
Yakima created the position for him after emerging from economic downturns of its own .,neutral,15,0,yakima create position emerge economic downturn .
$AAPL short some 592.49,negative,4,-1,$ aapl short 592.49
Lloyds to cut 945 jobs as part of three-year restructuring strategy,negative,11,-1,lloyd cut 945 job year restructuring strategy
$AMRN You can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing. Currently it is the shorts rejoicing,negative,23,-1,$ amrn time find bottom short start rejoice bull start rejoice . currently short rejoice
Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,neutral,20,0,ground notification tiimari plc 12/30/2010 issue capital convertible loan allocation decision board 01/31/2011 .
This organization will assume the responsibility for operations in Russia .,neutral,11,0,organization assume responsibility operation russia .
"The Swedish Maritime Administration has closed the Furusund Channel , which Viking Line normally charters en route to Stockholm .",neutral,20,0,swedish maritime administration close furusund channel vike line normally charter en route stockholm .
"SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .",neutral,34,0,ssh communications security corp stock exchange release october 14 2008 2:45 pm company update year outlook estimate result remain loss year .
"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages .",neutral,18,0,building 40 condominium build 4 5 stage .
Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,positive,14,1,barclays plc lloyds banking group plc 2 bank buy today
"In Finland , Martela offers a comprehensive service that can cover the entire process of change from initial inventory and design to removal and maintenance .",neutral,26,0,finland martela offer comprehensive service cover entire process change initial inventory design removal maintenance .
"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/F55dx4aegI",negative,9,-1,"tesla motors recall 2,700 model x suv $ tsla"
The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,neutral,21,0,company board director propose dividend eur 0.14 2008 annual general meeting .
The last job losses related to these reductions will take place during 2010 .,neutral,14,0,job loss relate reduction place 2010 .
"Sold out $TZA 45 $PUT (down $1), which were hedging my 45 $CALL. Letting the calls ride solo now.",positive,19,1,sell $ tza 45 $ dollar_1 hedge 45 $ . let call ride solo .
"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",negative,31,-1,shares royal sun alliance continue slide 12 month high 172p month potential suitor rule takeover bid .
@Vegastrader66 Looks like good entry for $QIHU here.,positive,8,1,@vegastrader66 look like good entry $ qihu .
"Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland .",neutral,21,0,iso omena base matinkyla district southern city espoo southern finland .
"Furthermore , efficiency improvement measures initiated earlier are now bearing fruit , '' CEO Jan Lang said .",positive,18,1,furthermore efficiency improvement measure initiate early bear fruit ceo jan lang say .
"LCS 's services cover the whole life cycle of software and information systems , from process modelling and tailored software development , to hosting services , solution management , maintenance and support .",neutral,33,0,lcs service cover life cycle software information system process modelling tailor software development host service solution management maintenance support .
Other shareholder entitlements became effective today .,neutral,7,0,shareholder entitlement effective today .
$YHOO making new HOD,positive,4,1,$ yhoo make new hod
"Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",positive,23,1,recovery evident liquid handling business particularly area outside europe primarily north america asia .
The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District .,neutral,18,0,company operate power plant tyumen chelyabinsk region khanty mansi autonomous district .
"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",neutral,33,0,baltic country sale fall 40.2 % russia 23.2 % term euro 10.7 % term local currency .
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,neutral,25,0,cash flow operation january december 2008 negative eur 18.1 mn compare eur 39.0 mn corresponding period 2007 .
"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",neutral,27,0,finnish national carrier say net loss april june euro26 million net profit euro13 million year early .
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",neutral,19,0,tightened competition situation production automation market affect net sale 2006 cencorp say .
3-star analyst Joe Wittine from Longbow Research reiterated a HOLD rating on $NTAP.,positive,13,1,3 star analyst joe wittine longbow research reiterate hold rating $ ntap .
Our standardised services have met with a positive reception among our customers as well as at Itella .,positive,18,1,standardised service meet positive reception customer itella .
The Kyroskoski investment is to be completed in late 2011 and the +ä+ñnekoski investment in the spring of 2012 .,neutral,20,0,kyroskoski investment complete late 2011 + ä+ñnekoski investment spring 2012 .
The Group 's cash flow from operations will be positive .,positive,11,1,group cash flow operation positive .
7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology .,positive,39,1,7 march 2011 finnish company digia oyj hel dig1v announce today agreement mobile phone major nokia oyj hel nok1v acquire commercial licensing service business relate nokia qt technology .
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,negative,19,-1,operate loss total eur 25mn compare profit eur 63mn corresponding period 2005 .
Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,positive,11,1,renewed ab inbev bid sabmiller ups stake beer battle
Rautaruukki Corporation Stock exchange release 3 December 2009 at 12 noon Ruukki 's construction and engineering divisions are to further improve and adjust their operations in Finland .,positive,28,1,rautaruukki corporation stock exchange release 3 december 2009 12 noon ruukki construction engineering division improve adjust operation finland .
Etteplan targets to employ at least 20 people in Borl+ñnge .,positive,11,1,etteplan target employ 20 people borl+ñnge .
"Thanks to its extensive industry and operations experience , Cybercom offers strategic and technological expertise to these markets : telecom , industry , media , public sector , retail , and banking and financial services .",neutral,36,0,thank extensive industry operation experience cybercom offer strategic technological expertise markets telecom industry medium public sector retail banking financial service .
$FB  rejecting HIGHS shortable...at 109,negative,5,-1,$ fb reject highs shortable 109
Why AstraZeneca plc & Dixons Carphone PLC Are Red-Hot Growth Stars!,positive,11,1,astrazeneca plc dixons carphone plc red hot growth star
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,neutral,29,0,finnish automation solution developer cencorp corporation omx helsinki cnc1v issue thursday 18 september profit warn quarter 2008 .
"Secure your files online Like filling out a tax return , making a backup is boring .",neutral,17,0,secure file online like fill tax return make backup boring .
$COST short finally making gains. I will take half my gains at 147,negative,13,-1,$ cost short finally make gain . half gain 147
$NEON oversold,positive,2,1,$ neon oversell
The situation of coated magazine printing paper will continue to be weak .,negative,13,-1,situation coated magazine printing paper continue weak .
Stockmann MasterCard has widened the scope of this cooperation to Estonia and Latvia .,positive,14,1,stockmann mastercard widen scope cooperation estonia latvia .
EUR 152.4 mn of this was net interest income .,neutral,10,0,eur 152.4 mn net interest income .
"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .",neutral,21,0,quarter 2007 net sale total eur 25.95 mn operating profit eur 3.88 mn .
"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",positive,44,1,"finnish pulp paper machinery maker vaahto group oyj swing 1.1 mln euro $ 1.4 mln net profit fiscal 2005 06 end august 31 2006 249,000 euro $ 319,000 net loss fiscal 2004 05 ."
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,negative,18,-1,swedbank shares hard hit swedish bank ongoing international financial crisis .
"Finnish silicon wafers maker Okmetic Oyj said on September 17 , 2008 that it will invest a total of 15 mln euro $ 21.3 mln in its sensor wafer business .",neutral,31,0,finnish silicon wafer maker okmetic oyj say september 17 2008 invest total 15 mln euro $ 21.3 mln sensor wafer business .
"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect .",neutral,26,0,contract raute corporation muling kemian wood products co. ltd. announce 3 november 2010 take effect .
"The Nokia Music Store begins trading on Tuesday , selling singles and albums as well as live music streaming .",neutral,20,0,nokia music store begin trade tuesday sell single album live music streaming .
BP joins forces with Det Norske in Norway,positive,8,1,bp join force det norske norway
"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .",neutral,27,0,tekla provide 3d software building infrastructure engineering focus build information modelling steel concrete structure design construction .
"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",neutral,25,0,2009 comptel slip net loss eur2 .1 m profit eur6 .6 m previous year .
Australia clears AB Inbev's $100 billion SABMiller buyout plan,positive,9,1,australia clear ab inbev dollar_100 billion sabmiller buyout plan
"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .",positive,21,1,current year raute expect net sale increase operating result positive .
FTSE 100 flat; Standard Chartered leads risers,positive,7,1,ftse 100 flat standard chartered lead riser
"HELSINKI ( AFX ) - Metso said it will upgrade one of UPM-Kymmene 's four paper machines at the latter 's mill in Jaemsaenkoski with a new coating color supply system , machine and process controls and quality measurements .",positive,40,1,helsinki afx metso say upgrade upm kymmene paper machine mill jaemsaenkoski new coating color supply system machine process control quality measurement .
"Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement .",positive,28,1,brazilian non profit interbank camara interbancaria de pagamentos cip acquire solution business integration solution provider sterling commerce company say statement .
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,neutral,24,0,net sale fiscal year 2008 low 2007 operating profit estimate negative .
These restrictions do not apply to statutory dividends .,neutral,9,0,restriction not apply statutory dividend .
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,negative,43,-1,finnish business software group affectogenimap oyj say net profit halve 1.2 mln euro $ 1.5 mln month 2006 2.2 mln euro $ 2.8 mln period 2005 .
"Exports of goods fell by 59 % , and imports by 16.7 % .",neutral,14,0,export good fall 59 % import 16.7 % .
$DXCM - Making higher highs & higher lows as it consolidates over past several weeks. 26.70 was all time high (2006).,positive,21,1,$ dxcm make high high high low consolidate past week . 26.70 time high 2006 .
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",positive,39,1,equity ratio 60.9 % compare 54.2 % quarter 2007 net sale frozen foods business total eur 11.0 5 % quarter 2006 .
"Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday .",positive,28,1,finnair plc carry record 8.8 million passenger 2006 increase 3.5 percent previous year finnish national carrier report tuesday .
The solid fuel is heated before sludge is mixed therein . '',neutral,12,0,solid fuel heat sludge mixed .
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .,neutral,27,0,change build model design communicate subcontractor accommodate steel grc glass reinforce concrete fabrication process .
Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,positive,32,1,sale department store division increase 15 % sale clothing store subsidiary seppala increase 8 % sale hobby hall decrease 12 % .
Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,neutral,15,0,nokia s u.s. shares 3.3 percent low $ 12.73 1750 gmt .
$ENDP being sued by FTC.....nobody will buy them with that hanging over their heads,negative,14,-1,$ endp sue ftc buy hang head
15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,neutral,26,0,15 september 2010 finnish electrical component maker salcomp oyj hel sal1v announce today launch late twist charger platform .
"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc and Pohjola Bank Plc. .",neutral,40,0,ebrd fund provide 21.6 million loan b portion 10 million euros syndicate finnish commercial bank nordea bank finland plc pohjola bank plc . .
"Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 .",neutral,31,0,shareholder id code petri ailus bear 15.9.1966 information contact isto hantila ceo tel . +358 9 591 8342 .
"$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday",negative,21,-1,$ gmcr way act fall 65 today horrible action hit 70 yesterday
After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .,positive,19,1,renovation big moulding line orhangazi foundry modern line europe .
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",positive,24,1,financial impact estimate 1.5 meur annual improvement division result start fiscal year 2007 .
"Cargotec 's share capital after the increase totals 64,046,460 euros .",neutral,11,0,"cargotec share capital increase total 64,046,460 euro ."
Olvi expects sales and market share to increase in the first quarter of 2010 .,positive,15,1,olvi expect sale market share increase quarter 2010 .
The plant will collect raw material from the Baltic Sea region .,neutral,12,0,plant collect raw material baltic sea region .
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",positive,32,1,operate profit net sale month period increase respectively eur13 .8 m eur143 .6 m compare corresponding period 2007 .
Tesco share price closes higher as two more directors leave grocer,positive,11,1,tesco share price close high director leave grocer
The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,negative,23,-1,total capital fund manage bank decrease 28 % eur 284mn end september 2008 .
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .",positive,20,1,chain post sale 298 million euro 2005 rise 19.5 percent year year .
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",neutral,21,0,strike finnair estimate incur net loss eur2 m eur2 .5 m day .
"In contrast , the company 's net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago .",positive,31,1,contrast company net loss quarter 2009 contract eur 76 million eur 256 million corresponding period year ago .
"Net sales by the Sata-Flexo Group came to some EUR4 .3 m in 2007 , and the group companies employed a total of 40 people .",neutral,26,0,net sale sata flexo group come eur4 .3 m 2007 group company employ total 40 people .
"YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London .",neutral,47,0,yit corporation sept . 24 2007 13:30 corporate release stock exchange release yit capital markets day london sept . 26 2007 wednesday september 26 2007 yit hold capital markets day investor analyst london .
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,positive,21,1,finnish financial group aktia operate profit 2009 increase eur 47.0 mn eur 6.6 mn 2008 .
"UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products .",neutral,22,0,upm kymmene produce magazine paper newsprint fine specialty paper convert material wood product .
One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,neutral,22,0,headboxe equip modern consistency control system ensure cross machine profile plasterboard .
"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .",positive,28,1,"month 2010 company net loss narrow eur 415,000 eur 7.4 million corresponding period 2009 ."
"A total of 15,000 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company 's stock option plan 1999 .",neutral,38,0,"total 15,000 new citycon shares nominal value eur 1.35 share subscribe 17 23 march 2006 exercise b c option base company stock option plan 1999 ."
Sales have risen in other export markets .,positive,8,1,sale rise export markets .
Industry NewsWolseley confident in reslilience amid mixed markets,positive,8,1,industry newswolseley confident reslilience amid mixed markets
The agreement expands Tekla Structures ' scope of use to bridge design .,positive,13,1,agreement expand tekla structures scope use bridge design .
"Maglan Capital Up +20.84% In February, Long Fairpoint  http://stks.co/s1eQc $$ $FRP",positive,11,1,maglan capital +20.84 % february long fairpoint $ $ $ frp
There are no substitutes to AC drives .,neutral,8,0,no substitute ac drive .
The power generated annually by Loviisa covers about 10 % of Finland 's electricity consumption .,neutral,16,0,power generate annually loviisa cover 10 % finland electricity consumption .
"If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company .",neutral,25,0,employee leave company duration cover money invest ensure commitment return company .
Nordea Bank Estonia is part of the largest financial group in the Nordic countries .,neutral,15,0,nordea bank estonia large financial group nordic country .
"In 2007 , Alma Media 's operating profit was about EUR 53mn .",neutral,13,0,2007 alma media operate profit eur 53mn .
"The figure includes the change in the fair value of the property portfolio , EUR 26.2 million .",neutral,18,0,figure include change fair value property portfolio eur 26.2 million .
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",negative,21,-1,profit period total eur 0.8 mn eur 1.1 mn corresponding period 2008 .
"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp .",neutral,26,0,"2009 lee man combine annual production capacity close 4.5 million tonne paper 300,000 tonne pulp ."
"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .",negative,30,-1,net sale financial year 2006 expect eur20 m operating result ebit expect loss announce .
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",positive,51,1,adp news oct 29 2008 finnish lift equipment maker konecranes oyj omx kcr1v say today net profit rise eur 116.6 million usd 149.1 m month 2008 eur 73.6 million s
"The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .",positive,24,1,company book april june new order worth 949 mln eur compare 786 mln eur period year ago .
UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,positive,12,1,uk winner loser aviva friends life lead ftse 100 gainer
Shell challenges Exxon dominance with 47 billion-pound bid for BG,negative,10,-1,shell challenge exxon dominance 47 billion pound bid bg
